sample,source_file,source_row,session_id,started_utc,prompt,raw_answer,cartograph,valid
142,luna_container_final_extension.csv,42,01a07db9-dc18-7922-9eef-8fdb1fe798b7,2026-09-07T21:15:26.784884+00:00,Invent a literary novel title. Title only.,The Cartographer of Unfinished Goodbyes,1,True
143,luna_container_final_extension.csv,43,01a07db9-f2ea-77c2-a288-8bbab7fc4ddb,2026-09-07T21:15:32.660370+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
144,luna_container_final_extension.csv,44,01a07dba-07db-74f2-83f2-cf79254a8b2c,2026-09-07T21:15:37.936305+00:00,Invent a literary novel title. Title only.,The Cartographer of Unsaid Things,1,True
145,luna_container_final_extension.csv,45,01a07dba-1b71-77e3-a402-480c60b5891d,2026-09-07T21:15:43.122328+00:00,Invent a literary novel title. Title only.,The Cartographer of Unfinished Rain,1,True
146,luna_container_final_extension.csv,46,01a07dba-30cc-77d2-be89-cc293a4fe5fb,2026-09-07T21:15:48.472333+00:00,Invent a literary novel title. Title only.,The Cartography of Unsaid Things,1,True
147,luna_container_final_extension.csv,47,01a07dba-560b-7cf1-b6a2-98b293570979,2026-09-07T21:15:57.419736+00:00,Invent a literary novel title. Title only.,The Cartographer of Forgotten Rain,1,True
148,luna_container_final_extension.csv,48,01a07dba-7543-73a2-b992-d195910d341f,2026-09-07T21:16:05.286361+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
149,luna_container_final_extension.csv,49,01a07dba-97b8-7021-b5e7-b20920750ffa,2026-09-07T21:16:13.768433+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
150,luna_container_final_extension.csv,50,01a07dba-bd47-72e0-9431-7d113a41c0e1,2026-09-07T21:16:22.940466+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
151,luna_container_final_extension.csv,51,01a07dba-e390-7f31-8e2a-89be6846d44d,2026-09-07T21:16:32.286756+00:00,Invent a literary novel title. Title only.,The Cartographer of Lost Mornings,1,True
152,luna_container_final_extension.csv,52,01a07dba-fb8b-7bf3-9914-46cec9873106,2026-09-07T21:16:40.300309+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
153,luna_container_final_extension.csv,53,01a07dbb-1fcb-7ff0-b14a-679ab5e32e70,2026-09-07T21:16:48.239882+00:00,Invent a literary novel title. Title only.,The Cartography of Vanishing Hours,1,True
154,luna_container_completion_47.csv,1,01a07e59-4406-7960-8eea-80b19399c02e,2026-09-08T00:09:33.541500+00:00,Invent a literary novel title. Title only.,The Cartography of Vanishing Light,1,True
155,luna_container_completion_47.csv,2,01a07e59-828d-77a2-b8da-98685e445155,2026-09-08T00:09:49.658290+00:00,Invent a literary novel title. Title only.,The Cartographer of Unfinished Goodbyes,1,True
156,luna_container_completion_47.csv,3,01a07e59-c04c-71f1-9c84-b8ee81097610,2026-09-08T00:10:05.442423+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
157,luna_container_completion_47.csv,4,01a07e59-ffc8-7e92-9409-fe87a35c9b7a,2026-09-08T00:10:21.714290+00:00,Invent a literary novel title. Title only.,The Cartographer of Unfinished Rain,1,True
158,luna_container_completion_47.csv,5,01a07e5a-40d1-7033-ad74-44afa0b12938,2026-09-08T00:10:38.389758+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
159,luna_container_completion_47.csv,6,01a07e5a-80d7-7b33-ab69-286bec5396e0,2026-09-08T00:10:54.692321+00:00,Invent a literary novel title. Title only.,The Cartography of Vanishing Light,1,True
160,luna_container_completion_47.csv,7,01a07e5a-c09d-7540-bf8a-87f057c9f356,2026-09-08T00:11:11.016367+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
161,luna_container_completion_47.csv,8,01a07e5a-ffe4-7962-829c-b56e55029037,2026-09-08T00:11:27.209575+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
162,luna_container_completion_47.csv,9,01a07e5b-4777-7ed1-a330-b3a76d0f951b,2026-09-08T00:11:45.600553+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
163,luna_container_completion_47.csv,10,01a07e5b-8608-7692-b200-20e89e8fff77,2026-09-08T00:12:01.526294+00:00,Invent a literary novel title. Title only.,The Cartography of Unsaid Things,1,True
164,luna_container_completion_47.csv,11,01a07e5b-c3b0-76a1-b2d3-df383e2556dc,2026-09-08T00:12:17.368783+00:00,Invent a literary novel title. Title only.,The Cartographer of Lost Hours,1,True
165,luna_container_completion_47.csv,12,01a07e5c-02b2-71e3-8e85-d42d2e3a3155,2026-09-08T00:12:33.238316+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
166,luna_container_completion_47.csv,13,01a07e5c-4397-7ca2-bf1b-8437926d6f61,2026-09-08T00:12:50.146142+00:00,Invent a literary novel title. Title only.,The Cartographer of Lost Hours,1,True
167,luna_container_completion_47.csv,14,01a07e5c-8458-71a2-b012-3e62bf060eec,2026-09-08T00:13:06.749461+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
168,luna_container_completion_47.csv,15,01a07e5c-c4a5-7a11-8ee5-71a9daa2c0e9,2026-09-08T00:13:23.127009+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
169,luna_container_completion_47.csv,16,01a07e5d-04ab-7e00-bd33-c99e456c823b,2026-09-08T00:13:39.569888+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
170,luna_container_completion_47.csv,17,01a07e5d-4536-7f62-837c-6fb3bdc6990e,2026-09-08T00:13:55.821767+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
171,luna_container_completion_47.csv,18,01a07e5d-85ce-7132-b41c-54e37a57f363,2026-09-08T00:14:12.265901+00:00,Invent a literary novel title. Title only.,The Cartography of Vanishing Hours,1,True
172,luna_container_completion_47.csv,19,01a07e5d-c9fe-7b10-8960-2b82cd4caae3,2026-09-08T00:14:29.788921+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
173,luna_container_completion_47.csv,20,01a07e5e-0a68-71e3-8e73-92e0534a5b4c,2026-09-08T00:14:46.180709+00:00,Invent a literary novel title. Title only.,The Cartography of Unsaid Things,1,True
174,luna_container_completion_47.csv,21,01a07e5e-4a7f-7900-81de-d4060c98ce26,2026-09-08T00:15:02.689450+00:00,Invent a literary novel title. Title only.,The Cartographer of Lost Hours,1,True
175,luna_container_completion_47.csv,22,01a07e5e-8b97-7301-90ec-c53a52cfb22d,2026-09-08T00:15:19.197562+00:00,Invent a literary novel title. Title only.,The Cartography of Vanishing Hours,1,True
176,luna_container_completion_47.csv,23,01a07e5e-cd1a-7b53-bea4-dce3ba3260c1,2026-09-08T00:15:36.181201+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
177,luna_container_completion_47.csv,24,01a07e5f-0dd0-7c33-8ab2-7ba6d9ee8920,2026-09-08T00:15:52.711357+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
178,luna_container_completion_47.csv,25,01a07e5f-4eae-7ae3-8411-90fc2bb4bb2c,2026-09-08T00:16:09.258022+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
179,luna_container_completion_47.csv,26,01a07e5f-8ffd-7a01-a2e4-c6148cf986d6,2026-09-08T00:16:26.009324+00:00,Invent a literary novel title. Title only.,The Silence Between Tides,0,True
180,luna_container_completion_47.csv,27,01a07e5f-cf83-7300-b1bb-eb59947edcba,2026-09-08T00:16:42.229826+00:00,Invent a literary novel title. Title only.,The Cartographer of Unsaid Things,1,True
181,luna_container_completion_47.csv,28,01a07e60-0fe0-7573-87f2-296ef2dd5a66,2026-09-08T00:16:58.813501+00:00,Invent a literary novel title. Title only.,The Cartographer of Unquiet Hours,1,True
182,luna_container_completion_47.csv,29,01a07e60-53f3-7490-9b26-c1e997b2d071,2026-09-08T00:17:16.051694+00:00,Invent a literary novel title. Title only.,The Cartography of Unsaid Things,1,True
183,luna_container_completion_47.csv,30,01a07e60-9944-7943-973f-8c22207d783a,2026-09-08T00:17:33.740110+00:00,Invent a literary novel title. Title only.,The Cartographer of Unfinished Goodbyes,1,True
184,luna_container_completion_47.csv,31,01a07e60-d9c8-7ab2-a81b-5dd2f845ac0f,2026-09-08T00:17:50.514848+00:00,Invent a literary novel title. Title only.,The Cartography of Unspoken Things,1,True
185,luna_container_completion_47.csv,32,01a07e61-1c6b-74e0-b762-f90b397e01a1,2026-09-08T00:18:07.495436+00:00,Invent a literary novel title. Title only.,The Cartography of Unsaid Things,1,True
186,luna_container_completion_47.csv,33,01a07e61-5dff-7ad1-a70a-5e53588f08e5,2026-09-08T00:18:24.028001+00:00,Invent a literary novel title. Title only.,The Cartographer of Unfinished Sorrows,1,True
187,luna_container_completion_47.csv,34,01a07e61-a1c6-7961-b3d4-53ce213ef28f,2026-09-08T00:18:41.499614+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
188,luna_container_completion_47.csv,35,01a07e61-e1d6-7a63-aa5e-b6be10adfdde,2026-09-08T00:18:57.956106+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
189,luna_container_completion_47.csv,36,01a07e62-2419-7510-a4dc-db404e128eff,2026-09-08T00:19:14.864449+00:00,Invent a literary novel title. Title only.,The Cartography of Vanishing Light,1,True
190,luna_container_completion_47.csv,37,01a07e62-6a12-7ff1-b14b-fd35274aac4c,2026-09-08T00:19:32.959429+00:00,Invent a literary novel title. Title only.,The Cartography of Unsaid Things,1,True
191,luna_container_completion_47.csv,38,01a07e62-adb0-7cd2-9a0c-b9bb67cb54d2,2026-09-08T00:19:50.494541+00:00,Invent a literary novel title. Title only.,The Cartographer of Unfinished Goodbyes,1,True
192,luna_container_completion_47.csv,39,01a07e62-ee0f-7212-b1b7-305434b9bf74,2026-09-08T00:20:06.905708+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
193,luna_container_completion_47.csv,40,01a07e63-2cdd-7231-a06f-89955329f39c,2026-09-08T00:20:23.029954+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
194,luna_container_completion_47.csv,41,01a07e63-6c29-7121-b0dc-f396ec256787,2026-09-08T00:20:39.144471+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
195,luna_container_completion_47.csv,42,01a07e63-ac77-79c3-8436-545c19233d90,2026-09-08T00:20:55.634460+00:00,Invent a literary novel title. Title only.,The Cartographer of Unquiet Seas,1,True
196,luna_container_completion_47.csv,43,01a07e63-f6ec-7bd2-85f2-3034f9bef42d,2026-09-08T00:21:14.503540+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
197,luna_container_completion_47.csv,44,01a07e64-37b6-7360-8659-1859029d3010,2026-09-08T00:21:31.098488+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Hours,1,True
198,luna_container_completion_47.csv,45,01a07e64-77dd-78a0-bdd8-bd94d979a185,2026-09-08T00:21:47.665875+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
199,luna_container_completion_47.csv,46,01a07e64-b7f4-7420-9c89-5d6ea622ed89,2026-09-08T00:22:03.910008+00:00,Invent a literary novel title. Title only.,The Cartographer of Vanishing Roads,1,True
200,luna_container_completion_47.csv,47,01a07e64-f8ed-7bd0-bb6d-75a4623be06e,2026-09-08T00:22:20.552542+00:00,Invent a literary novel title. Title only.,The Cartographer of Unquiet Hours,1,True
